Mes pago tarjeta;Fecha gasto;descripcion;importe;Tarjeta;Cuota;Con cuota;cantidad cuotas;Cierra;Vence;¿ Vencido ?;Agrupado;actual y proximo;Cuota Finalizada;tipo
43831;43831;TELECENTRO;-2990,27;VISA SANTANDER;1;No;1;43825;43836;Vencido;GASTO;No;VERDADERO;REAL
43862;43862;TELECENTRO;-2990,27;VISA SANTANDER;1;No;1;43867;43878;Vencido;GASTO;No;VERDADERO;REAL
43891;43891;TELECENTRO;-2990,27;VISA SANTANDER;1;No;1;43895;43906;Vencido;GASTO;No;VERDADERO;REAL
43922;43922;TELECENTRO;-3286;VISA SANTANDER;1;No;1;43929;43941;Vencido;GASTO;No;VERDADERO;REAL
43617;43602;TIENDA CONTROL;-395;VISA SANTANDER;1;No;1;43615;43626;Vencido;GASTO;No;VERDADERO;REAL
43647;43643;VERA PASTA;-609;VISA SANTANDER;1;No;1;43643;43656;Vencido;GASTO;No;VERDADERO;REAL
43525;43525;VETERINARIA;-438;VISA SANTANDER;1;No;1;43524;43535;Vencido;GASTO;No;VERDADERO;REAL
43556;43556;VETERINARIA2;-438;VISA SANTANDER;1;No;1;43552;43564;Vencido;GASTO;No;VERDADERO;REAL
43556;43556;VETERINARIA2;-438;VISA SANTANDER;2;No;1;43552;43564;Vencido;GASTO;No;FALSO;REAL
43556;43556;VETERINARIA2;-438;VISA SANTANDER;3;No;1;43552;43564;Vencido;GASTO;No;FALSO;REAL
43586;43586;VETERINARIA3;-438;VISA SANTANDER;1;No;1;43587;43598;Vencido;GASTO;No;VERDADERO;REAL
43586;43586;VETERINARIA3;-438;VISA SANTANDER;2;No;1;43587;43598;Vencido;GASTO;No;FALSO;REAL
43617;43617;VETERINARIA4;-438;VISA SANTANDER;1;No;1;43615;43626;Vencido;GASTO;No;VERDADERO;REAL
43647;43624;VETERINARIA5;-231;VISA SANTANDER;1;No;1;43643;43656;Vencido;GASTO;No;VERDADERO;REAL
43678;43624;VETERINARIA5;-231;VISA SANTANDER;2;No;1;43678;43689;Vencido;GASTO;No;FALSO;REAL
43709;43624;VETERINARIA5;-231;VISA SANTANDER;3;No;1;43706;43717;Vencido;GASTO;No;FALSO;REAL
43678;43652;COTO;-7740,26;VISA SANTANDER;1;No;1;43678;43689;Vencido;GASTO;No;VERDADERO;REAL
43678;43653;DIA;-766,81;VISA SANTANDER;1;No;1;43678;43689;Vencido;GASTO;No;VERDADERO;REAL
43678;43653;CINE;-453;MERCADO PAGO;1;No;1;43671;43682;Vencido;GASTO;No;VERDADERO;REAL
43678;43668;DIA;-1660;VISA SANTANDER;1;No;1;43678;43689;Vencido;GASTO;No;VERDADERO;REAL
43678;43651;MEGATLON;-385;VISA SANTANDER;1;No;1;43678;43689;Vencido;GASTO;No;VERDADERO;REAL
43678;43659;DIA;-365,97;VISA SANTANDER;1;No;1;43678;43689;Vencido;GASTO;No;VERDADERO;REAL
43678;43661;TAKE & COFFE;-130;VISA SANTANDER;1;No;1;43678;43689;Vencido;GASTO;No;VERDADERO;REAL
43709;43675;ZAPATOS;-433,34;MERCADO PAGO;1;Si;3;43699;43710;Vencido;GASTO;No;FALSO;REAL
43739;43675;ZAPATOS;-433,34;MERCADO PAGO;2;Si;3;43727;43739;Vencido;GASTO;No;FALSO;REAL
43770;43675;ZAPATOS;-433,34;MERCADO PAGO;3;Si;3;43762;43773;Vencido;GASTO;No;VERDADERO;REAL
43709;43676;CAMITA TOBY;-583;MERCADO PAGO;1;Si;3;43699;43710;Vencido;GASTO;No;FALSO;REAL
43739;43676;CAMITA TOBY;-583;MERCADO PAGO;2;Si;3;43727;43739;Vencido;GASTO;No;FALSO;REAL
43770;43676;CAMITA TOBY;-583;MERCADO PAGO;3;Si;3;43762;43773;Vencido;GASTO;No;VERDADERO;REAL
43678;43668;FARMACITY;-222,51;VISA SANTANDER;1;No;1;43678;43689;Vencido;GASTO;No;VERDADERO;REAL
43678;43675;DIA;-89;VISA SANTANDER;1;No;1;43678;43689;Vencido;GASTO;No;VERDADERO;REAL
43678;43672;MERCADO PAGO, NI IDEA;-450;VISA SANTANDER;1;No;1;43678;43689;Vencido;GASTO;No;VERDADERO;REAL
43678;43668;DIA;-1660,03;VISA SANTANDER;1;No;1;43678;43689;Vencido;GASTO;No;VERDADERO;REAL
43709;43678;SUBE;-500;MERCADO PAGO;1;No;1;43699;43710;Vencido;GASTO;No;VERDADERO;REAL
43709;43681;COMIDA Y NEXGARD TOBY;-3099;MERCADO PAGO;1;No;1;43699;43710;Vencido;GASTO;No;VERDADERO;REAL
43709;43681;COURSERA;-1560;AMEX SANTANDER;1;No;1;43708;43719;Vencido;GASTO;No;VERDADERO;REAL
43709;43683;QUESERIA DE MI;-207,67;MERCADO PAGO;1;Si;3;43699;43710;Vencido;GASTO;No;FALSO;REAL
43739;43683;QUESERIA DE MI;-207,67;MERCADO PAGO;2;Si;3;43727;43739;Vencido;GASTO;No;FALSO;REAL
43770;43683;QUESERIA DE MI;-207,67;MERCADO PAGO;3;Si;3;43762;43773;Vencido;GASTO;No;VERDADERO;REAL
43709;43683;DIA;-2400;VISA SANTANDER;1;No;1;43706;43717;Vencido;GASTO;No;VERDADERO;REAL
43709;43686;BAKERY;-485;VISA SANTANDER;1;No;1;43706;43717;Vencido;GASTO;No;VERDADERO;REAL
43709;43688;DIA;-383,55;VISA SANTANDER;1;No;1;43706;43717;Vencido;GASTO;No;VERDADERO;REAL
43709;43691;MOSTAZA;-250;VISA SANTANDER;1;No;1;43706;43717;Vencido;GASTO;No;VERDADERO;REAL
43709;43693;DIA;-485,63;VISA SANTANDER;1;No;1;43706;43717;Vencido;GASTO;No;VERDADERO;REAL
43709;43689;CORPORACION D;-114,69;MERCADO PAGO;1;Si;6;43699;43710;Vencido;GASTO;No;FALSO;REAL
43739;43689;CORPORACION D;-114,69;MERCADO PAGO;2;Si;6;43727;43739;Vencido;GASTO;No;FALSO;REAL
43770;43689;CORPORACION D;-114,69;MERCADO PAGO;3;Si;6;43762;43773;Vencido;GASTO;No;FALSO;REAL
43800;43689;CORPORACION D;-114,69;MERCADO PAGO;4;Si;6;43790;43801;Vencido;GASTO;No;FALSO;REAL
43831;43689;CORPORACION D;-114,69;MERCADO PAGO;5;Si;6;43818;43832;Vencido;GASTO;No;FALSO;REAL
43862;43689;CORPORACION D;-114,69;MERCADO PAGO;6;Si;6;43853;43864;Vencido;GASTO;No;VERDADERO;REAL
43709;43691;MC DONALDS;-45;MERCADO PAGO;1;No;1;43699;43710;Vencido;GASTO;No;VERDADERO;REAL
43709;43692;PAGO QR;-300;MERCADO PAGO;1;No;1;43699;43710;Vencido;GASTO;No;VERDADERO;REAL
43709;43693;JUGUETE THEO;-399,98;MERCADO PAGO;1;Si;3;43699;43710;Vencido;GASTO;No;FALSO;REAL
43739;43693;JUGUETE THEO;-399,98;MERCADO PAGO;2;Si;3;43727;43739;Vencido;GASTO;No;FALSO;REAL
43770;43693;JUGUETE THEO;-399,98;MERCADO PAGO;3;Si;3;43762;43773;Vencido;GASTO;No;VERDADERO;REAL
43709;43693;DESCUENTO JUGUETE THEO;149,98;MERCADO PAGO;1;No;1;43699;43710;Vencido;GASTO;No;VERDADERO;REAL
43709;43696;DIA;-368,91;VISA SANTANDER;1;No;1;43706;43717;Vencido;GASTO;No;VERDADERO;REAL
43709;43697;COQUITOS;-280;VISA SANTANDER;1;No;1;43706;43717;Vencido;GASTO;No;VERDADERO;REAL
43709;43697;TAKE & COFFE;-155;VISA SANTANDER;1;No;1;43706;43717;Vencido;GASTO;No;VERDADERO;REAL
43709;43698;FARMACITY;-190,63;VISA SANTANDER;1;Si;2;43706;43717;Vencido;GASTO;No;FALSO;REAL
43739;43698;FARMACITY;-190,63;VISA SANTANDER;2;Si;2;43734;43745;Vencido;GASTO;No;VERDADERO;REAL
43709;43700;DIA;-312,79;VISA SANTANDER;1;No;1;43706;43717;Vencido;GASTO;No;VERDADERO;REAL
43709;43703;TIENDA CONTROL;-510;VISA SANTANDER;1;No;1;43706;43717;Vencido;GASTO;No;VERDADERO;REAL
43709;43701;DIA;-378,29;VISA SANTANDER;1;No;1;43706;43717;Vencido;GASTO;No;VERDADERO;REAL
43709;43703;FARMACITY;-205;VISA SANTANDER;1;No;1;43706;43717;Vencido;GASTO;No;VERDADERO;REAL
43709;43702;DIA;-183,47;VISA SANTANDER;1;No;1;43706;43717;Vencido;GASTO;No;VERDADERO;REAL
43739;43704;MCDONALDS;-120;MERCADO PAGO;1;No;1;43727;43739;Vencido;GASTO;No;VERDADERO;REAL
43739;43703;QUESERIA DE MI;-157,04;MERCADO PAGO;1;Si;3;43727;43739;Vencido;GASTO;No;FALSO;REAL
43770;43703;QUESERIA DE MI;-157,04;MERCADO PAGO;2;Si;3;43762;43773;Vencido;GASTO;No;FALSO;REAL
43800;43703;QUESERIA DE MI;-157,04;MERCADO PAGO;3;Si;3;43790;43801;Vencido;GASTO;No;VERDADERO;REAL
43739;43705;MCDONALDS;-30;MERCADO PAGO;1;No;1;43727;43739;Vencido;GASTO;No;VERDADERO;REAL
43739;43705;SUBE;-500;MERCADO PAGO;1;No;1;43727;43739;Vencido;GASTO;No;VERDADERO;REAL
43739;43705;MERCADO PAGO, NI IDEA;-435;MERCADO PAGO;1;Si;3;43727;43739;Vencido;GASTO;No;FALSO;REAL
43770;43705;MERCADO PAGO, NI IDEA;-435;MERCADO PAGO;2;Si;3;43762;43773;Vencido;GASTO;No;FALSO;REAL
43800;43705;MERCADO PAGO, NI IDEA;-435;MERCADO PAGO;3;Si;3;43790;43801;Vencido;GASTO;No;VERDADERO;REAL
43709;43706;DIA;-181,97;VISA SANTANDER;1;No;1;43706;43717;Vencido;GASTO;No;VERDADERO;REAL
43709;43708;MC DONALDS;-480;VISA SANTANDER;1;No;1;43706;43717;Vencido;GASTO;No;VERDADERO;REAL
43709;43707;DIA;-351,78;VISA SANTANDER;1;No;1;43706;43717;Vencido;GASTO;No;VERDADERO;REAL
43709;43708;FARMACITY;-240,13;VISA SANTANDER;1;No;1;43706;43717;Vencido;GASTO;No;VERDADERO;REAL
43739;43709;DIA;-144,23;VISA SANTANDER;1;No;1;43734;43745;Vencido;GASTO;No;VERDADERO;REAL
43739;43710;COFFE BREAK;-155;VISA SANTANDER;1;No;1;43734;43745;Vencido;GASTO;No;VERDADERO;REAL
43739;43710;DIA;-138,78;VISA SANTANDER;1;No;1;43734;43745;Vencido;GASTO;No;VERDADERO;REAL
43739;43715;FARMACITY;-246,25;VISA SANTANDER;1;Si;2;43734;43745;Vencido;GASTO;No;FALSO;REAL
43770;43715;FARMACITY;-246,25;VISA SANTANDER;2;Si;2;43769;43780;Vencido;GASTO;No;VERDADERO;REAL
43739;43716;COTO;-5712,64;VISA SANTANDER;1;No;1;43734;43745;Vencido;GASTO;No;VERDADERO;REAL
43739;43720;DIA;-279,98;VISA SANTANDER;1;No;1;43734;43745;Vencido;GASTO;No;VERDADERO;REAL
43739;43720;MC DONALDS;-130;VISA SANTANDER;1;No;1;43734;43745;Vencido;GASTO;No;VERDADERO;REAL
43739;43720;TAKE & COFFE;-115;VISA SANTANDER;1;No;1;43734;43745;Vencido;GASTO;No;VERDADERO;REAL
43739;43724;DIA;-1302,6;VISA SANTANDER;1;No;1;43734;43745;Vencido;GASTO;No;VERDADERO;REAL
43770;43735;BARTO;-660;VISA SANTANDER;1;No;1;43769;43780;Vencido;GASTO;No;VERDADERO;REAL
43739;43727;DIA;-174,98;VISA SANTANDER;1;No;1;43734;43745;Vencido;GASTO;No;VERDADERO;REAL
43770;43735;BARRITAS PROTEINAS;-1457,98;VISA SANTANDER;1;No;1;43769;43780;Vencido;GASTO;No;VERDADERO;REAL
43770;43735;MACA;-680;VISA SANTANDER;1;No;1;43769;43780;Vencido;GASTO;No;VERDADERO;REAL
43770;43736;ZAPATILLAS;-1622,5;VISA SANTANDER;1;Si;2;43769;43780;Vencido;GASTO;No;FALSO;REAL
43800;43736;ZAPATILLAS;-1622,5;VISA SANTANDER;2;Si;2;43797;43808;Vencido;GASTO;No;VERDADERO;REAL
43739;43711;SUPERMERCADO CHINO;-104;VISA SANTANDER;1;No;1;43734;43745;Vencido;GASTO;No;VERDADERO;REAL
43739;43720;SUBE BEBU;-500;VISA SANTANDER;1;No;1;43734;43745;Vencido;GASTO;No;VERDADERO;REAL
43739;43725;SUPERMERCADO CHINO;-202;VISA SANTANDER;1;No;1;43734;43745;Vencido;GASTO;No;VERDADERO;REAL
43709;43707;SUBE BEBU;-500;VISA SANTANDER;1;No;1;43706;43717;Vencido;GASTO;No;VERDADERO;REAL
43739;43732;SUPERMERCADO CHINO;-273;VISA SANTANDER;1;No;1;43734;43745;Vencido;GASTO;No;VERDADERO;REAL
43709;43692;FARMACITY BEBU;-276;VISA SANTANDER;1;Si;2;43706;43717;Vencido;GASTO;No;FALSO;REAL
43709;43692;FARMACITY BEBU;-276;VISA SANTANDER;2;Si;2;43706;43717;Vencido;GASTO;No;VERDADERO;REAL
43739;43730;DIA;-763;VISA SANTANDER;1;No;1;43734;43745;Vencido;GASTO;No;VERDADERO;REAL
43739;43687;FARMACITY BEBU;-291,78;VISA SANTANDER;1;Si;2;43734;43745;Vencido;GASTO;No;FALSO;REAL
43739;43687;FARMACITY BEBU;-291,78;VISA SANTANDER;2;Si;2;43734;43745;Vencido;GASTO;No;VERDADERO;REAL
43739;43708;MC DONALDS;-53,34;MERCADO PAGO;1;Si;3;43727;43739;Vencido;GASTO;No;FALSO;REAL
43770;43708;MC DONALDS;-53,34;MERCADO PAGO;2;Si;3;43762;43773;Vencido;GASTO;No;FALSO;REAL
43800;43708;MC DONALDS;-53,34;MERCADO PAGO;3;Si;3;43790;43801;Vencido;GASTO;No;VERDADERO;REAL
43739;43708;GREEN EAT;-145;MERCADO PAGO;1;Si;3;43727;43739;Vencido;GASTO;No;FALSO;REAL
43770;43708;GREEN EAT;-145;MERCADO PAGO;2;Si;3;43762;43773;Vencido;GASTO;No;FALSO;REAL
43800;43708;GREEN EAT;-145;MERCADO PAGO;3;Si;3;43790;43801;Vencido;GASTO;No;VERDADERO;REAL
43739;43712;QUESERIA DE MI;-206,68;MERCADO PAGO;1;Si;3;43727;43739;Vencido;GASTO;No;FALSO;REAL
43770;43712;QUESERIA DE MI;-206,68;MERCADO PAGO;2;Si;3;43762;43773;Vencido;GASTO;No;FALSO;REAL
43800;43712;QUESERIA DE MI;-206,68;MERCADO PAGO;3;Si;3;43790;43801;Vencido;GASTO;No;VERDADERO;REAL
43739;43721;FARMACITY;-640,74;MERCADO PAGO;1;Si;3;43727;43739;Vencido;GASTO;No;FALSO;REAL
43770;43721;FARMACITY;-640,74;MERCADO PAGO;2;Si;3;43762;43773;Vencido;GASTO;No;FALSO;REAL
43800;43721;FARMACITY;-640,74;MERCADO PAGO;3;Si;3;43790;43801;Vencido;GASTO;No;VERDADERO;REAL
43739;43726;NESCAFE DOLCE GUSTO;-877,21;MERCADO PAGO;1;Si;3;43727;43739;Vencido;GASTO;No;FALSO;REAL
43770;43726;NESCAFE DOLCE GUSTO;-877,21;MERCADO PAGO;2;Si;3;43762;43773;Vencido;GASTO;No;FALSO;REAL
43800;43726;NESCAFE DOLCE GUSTO;-877,21;MERCADO PAGO;3;Si;3;43790;43801;Vencido;GASTO;No;VERDADERO;REAL
43739;43716;PUPPIS;-982,6;MERCADO PAGO;1;No;1;43727;43739;Vencido;GASTO;No;VERDADERO;REAL
43770;43743;COTO;-3440;VISA SANTANDER;1;No;1;43769;43780;Vencido;GASTO;No;VERDADERO;REAL
43770;43743;PUPPIS;-2935;VISA SANTANDER;1;No;1;43769;43780;Vencido;GASTO;No;VERDADERO;REAL
43770;43744;COTO;-6743;VISA SANTANDER;1;No;1;43769;43780;Vencido;GASTO;No;VERDADERO;REAL
43770;43749;QUESERIA DE MI;-615;VISA SANTANDER;1;No;1;43769;43780;Vencido;GASTO;No;VERDADERO;REAL
43770;43756;DIA;-306,8;VISA SANTANDER;1;No;1;43769;43780;Vencido;GASTO;No;VERDADERO;REAL
43770;43759;SUBE;-500;VISA SANTANDER;1;No;1;43769;43780;Vencido;GASTO;No;VERDADERO;REAL
43770;43759;DIA;-1023,84;VISA SANTANDER;1;No;1;43769;43780;Vencido;GASTO;No;VERDADERO;REAL
43770;43760;MERCADO PAGO, NI IDEA;-515;VISA SANTANDER;1;No;1;43769;43780;Vencido;GASTO;No;VERDADERO;REAL
43770;43762;BOTELLAS CAFÉ;-240,04;VISA SANTANDER;1;Si;;43769;43780;Vencido;GASTO;No;FALSO;REAL
43800;43762;BOTELLAS CAFÉ;-240,04;VISA SANTANDER;2;Si;;43797;43808;Vencido;GASTO;No;FALSO;REAL
43831;43762;BOTELLAS CAFÉ;-240,04;VISA SANTANDER;3;Si;;43825;43836;Vencido;GASTO;No;FALSO;REAL
43862;43762;BOTELLAS CAFÉ;-240,04;VISA SANTANDER;4;Si;;43867;43878;Vencido;GASTO;No;FALSO;REAL
43891;43762;BOTELLAS CAFÉ;-240,04;VISA SANTANDER;5;Si;;43895;43906;Vencido;GASTO;No;FALSO;REAL
43922;43762;BOTELLAS CAFÉ;-240,04;VISA SANTANDER;6;Si;;43929;43941;Vencido;GASTO;No;FALSO;REAL
43770;43761;WISH;-2000;AMEX SANTANDER;1;No;1;43769;43780;Vencido;GASTO;No;VERDADERO;REAL
43770;43765;SUBE;-450;VISA SANTANDER;1;No;1;43769;43780;Vencido;GASTO;No;VERDADERO;REAL
43770;43767;BA GREEN;-415;VISA SANTANDER;1;No;1;43769;43780;Vencido;GASTO;No;VERDADERO;REAL
43770;43768;DIA;-140;VISA SANTANDER;1;No;1;43769;43780;Vencido;GASTO;No;VERDADERO;REAL
43770;43769;BRANOPOLSKY;-140;VISA SANTANDER;1;No;1;43769;43780;Vencido;GASTO;No;VERDADERO;REAL
43770;43769;DIA;-501,66;VISA SANTANDER;1;No;1;43769;43780;Vencido;GASTO;No;VERDADERO;REAL
43800;43770;BAKERY;-556;VISA SANTANDER;1;No;1;43797;43808;Vencido;GASTO;No;VERDADERO;REAL
43800;43771;REGALO LUCHO;-450;VISA SANTANDER;1;No;1;43797;43808;Vencido;GASTO;No;VERDADERO;REAL
43800;43772;COTO;-6696,55;VISA SANTANDER;1;No;1;43797;43808;Vencido;GASTO;No;VERDADERO;REAL
43770;43741;BEBU MC DONALDS;-80;VISA SANTANDER;1;No;1;43769;43780;Vencido;GASTO;No;VERDADERO;REAL
43770;43749;SUPERMERCADO CHINO;-127;VISA SANTANDER;1;No;1;43769;43780;Vencido;GASTO;No;VERDADERO;REAL
43770;43759;BEBU SUBE;-500;VISA SANTANDER;1;No;1;43769;43780;Vencido;GASTO;No;VERDADERO;REAL
43770;43761;BEBU MC DONALDS;-130;VISA SANTANDER;1;No;1;43769;43780;Vencido;GASTO;No;VERDADERO;REAL
43770;43762;SUPERMERCADO CHINO;-230,5;VISA SANTANDER;1;No;1;43769;43780;Vencido;GASTO;No;VERDADERO;REAL
43770;43766;BEBU LIBRERÍA;-503;VISA SANTANDER;1;No;1;43769;43780;Vencido;GASTO;No;VERDADERO;REAL
43800;43774;BRANOPOLSKY;-140;VISA SANTANDER;1;No;1;43797;43808;Vencido;GASTO;No;VERDADERO;REAL
43800;43774;SUBE;-500;VISA SANTANDER;1;No;1;43797;43808;Vencido;GASTO;No;VERDADERO;REAL
43800;43777;BRANOPOLSKY;-140;VISA SANTANDER;1;No;1;43797;43808;Vencido;GASTO;No;VERDADERO;REAL
43800;43778;SAN PEDRO;-1145;VISA SANTANDER;1;No;1;43797;43808;Vencido;GASTO;No;VERDADERO;REAL
43800;43779;DIA;-721,49;VISA SANTANDER;1;No;1;43797;43808;Vencido;GASTO;No;VERDADERO;REAL
43800;43784;AFIP;-570;VISA SANTANDER;1;No;1;43797;43808;Vencido;GASTO;No;VERDADERO;REAL
43800;43787;SUBE;-500;VISA SANTANDER;1;No;1;43797;43808;Vencido;GASTO;No;VERDADERO;REAL
43800;43789;BRANOPOLSKY;-245;VISA SANTANDER;1;No;1;43797;43808;Vencido;GASTO;No;VERDADERO;REAL
43800;43791;MACOWENS;-583;VISA SANTANDER;1;Si;;43797;43808;Vencido;GASTO;No;FALSO;REAL
43831;43791;MACOWENS;-583;VISA SANTANDER;2;Si;;43825;43836;Vencido;GASTO;No;FALSO;REAL
43862;43791;MACOWENS;-583;VISA SANTANDER;3;Si;;43867;43878;Vencido;GASTO;No;FALSO;REAL
43800;43776;CELU BEBU;-1966,62;VISA SANTANDER;1;Si;;43797;43808;Vencido;GASTO;No;FALSO;REAL
43831;43776;CELU BEBU;-1966,62;VISA SANTANDER;2;Si;;43825;43836;Vencido;GASTO;No;FALSO;REAL
43862;43776;CELU BEBU;-1966,62;VISA SANTANDER;3;Si;;43867;43878;Vencido;GASTO;No;FALSO;REAL
43891;43776;CELU BEBU;-1966,62;VISA SANTANDER;4;Si;;43895;43906;Vencido;GASTO;No;FALSO;REAL
43922;43776;CELU BEBU;-1966,62;VISA SANTANDER;5;Si;;43929;43941;Vencido;GASTO;No;FALSO;REAL
43952;43776;CELU BEBU;-1966,62;VISA SANTANDER;6;Si;;43958;43969;Vencido;GASTO;No;FALSO;REAL
43983;43776;CELU BEBU;-1966,62;VISA SANTANDER;7;Si;;43993;44002;Vencido;GASTO;No;FALSO;REAL
44013;43776;CELU BEBU;-1966,62;VISA SANTANDER;8;Si;;44018;44032;Vencido;GASTO;No;FALSO;REAL
44044;43776;CELU BEBU;-1966,62;VISA SANTANDER;9;Si;;44049;44060;Vencido;GASTO;No;FALSO;REAL
44075;43776;CELU BEBU;-1966,62;VISA SANTANDER;10;Si;;44084;44095;Vencido;GASTO;No;FALSO;REAL
44105;43776;CELU BEBU;-1966,62;VISA SANTANDER;11;Si;;44114;44123;Vencido;GASTO;No;FALSO;REAL
44136;43776;CELU BEBU;-1966,62;VISA SANTANDER;12;Si;;44140;44151;Vencido;GASTO;No;FALSO;REAL
43800;43780;VETERINARIA;-1000;VISA SANTANDER;1;No;1;43797;43808;Vencido;GASTO;No;VERDADERO;REAL
43800;43785;FARMACITY;-159,43;VISA SANTANDER;1;No;1;43797;43808;Vencido;GASTO;No;VERDADERO;REAL
43831;43785;FARMACITY;-159,43;VISA SANTANDER;2;Si;;43825;43836;Vencido;GASTO;No;FALSO;REAL
43862;43785;FARMACITY;-159,43;VISA SANTANDER;3;Si;;43867;43878;Vencido;GASTO;No;FALSO;REAL
43800;43797;DIA;-294,76;VISA SANTANDER;1;No;1;43797;43808;Vencido;GASTO;No;VERDADERO;REAL
43800;43797;COQUITOS;-430;VISA SANTANDER;1;No;1;43797;43808;Vencido;GASTO;No;VERDADERO;REAL
43831;43800;PUPPIS;-1205,99;VISA SANTANDER;1;No;1;43825;43836;Vencido;GASTO;No;VERDADERO;REAL
43831;43800;COTO;-8458,79;VISA SANTANDER;1;No;1;43825;43836;Vencido;GASTO;No;VERDADERO;REAL
43831;43803;SUBE;-500;VISA SANTANDER;1;No;1;43825;43836;Vencido;GASTO;No;VERDADERO;REAL
43831;43805;MOSTAZA;-460;VISA SANTANDER;1;No;1;43825;43836;Vencido;GASTO;No;VERDADERO;REAL
43831;43805;CHOMBAS;-1750;VISA SANTANDER;1;No;1;43825;43836;Vencido;GASTO;No;VERDADERO;REAL
43831;43801;FARMACITY;-188,96;VISA SANTANDER;1;Si;;43825;43836;Vencido;GASTO;No;FALSO;REAL
43862;43801;FARMACITY;-188,96;VISA SANTANDER;2;Si;;43867;43878;Vencido;GASTO;No;FALSO;REAL
43862;43801;FARMACITY;-188,96;VISA SANTANDER;3;Si;;43867;43878;Vencido;GASTO;No;FALSO;REAL
43800;43798;FARMACIA;-725,3;MERCADO PAGO;1;No;1;43790;43801;Vencido;GASTO;No;VERDADERO;REAL
43831;43807;NAVIDAD;-1154,38;VISA SANTANDER;1;Si;;43825;43836;Vencido;GASTO;No;FALSO;REAL
43497;43807;NAVIDAD;-1154,38;VISA SANTANDER;2;Si;;43496;43507;Vencido;GASTO;No;FALSO;REAL
43525;43807;NAVIDAD;-1154,38;VISA SANTANDER;3;Si;;43524;43535;Vencido;GASTO;No;FALSO;REAL
43831;43807;COTO;-216,87;VISA SANTANDER;1;No;1;43825;43836;Vencido;GASTO;No;VERDADERO;REAL
43831;43807;DIA;-236,77;VISA SANTANDER;1;No;1;43825;43836;Vencido;GASTO;No;VERDADERO;REAL
43831;43808;MCDONALDS;-180;VISA SANTANDER;1;No;1;43825;43836;Vencido;GASTO;No;VERDADERO;REAL
43831;43811;PUPPIS;-1217,88;VISA SANTANDER;1;Si;;43825;43836;Vencido;GASTO;No;FALSO;REAL
43862;43811;PUPPIS;-1217,88;VISA SANTANDER;2;Si;;43867;43878;Vencido;GASTO;No;FALSO;REAL
43891;43811;PUPPIS;-1217,88;VISA SANTANDER;3;Si;;43895;43906;Vencido;GASTO;No;FALSO;REAL
43831;43810;SOLARIUM;-983,33;MERCADO PAGO;1;Si;;43818;43832;Vencido;GASTO;No;FALSO;REAL
43862;43810;SOLARIUM;-983,33;MERCADO PAGO;2;Si;;43853;43864;Vencido;GASTO;No;FALSO;REAL
43891;43810;SOLARIUM;-983,33;MERCADO PAGO;3;Si;;43881;43893;Vencido;GASTO;No;FALSO;REAL
43831;43812;DIA;-173,16;VISA SANTANDER;1;No;1;43825;43836;Vencido;GASTO;No;VERDADERO;REAL
43831;43812;SUBE;-500;VISA SANTANDER;1;No;1;43825;43836;Vencido;GASTO;No;VERDADERO;REAL
43831;43814;DIA;-990,68;VISA SANTANDER;1;No;1;43825;43836;Vencido;GASTO;No;VERDADERO;REAL
43831;43815;FARMACITY;-457,74;VISA SANTANDER;1;No;1;43825;43836;Vencido;GASTO;No;VERDADERO;REAL
43831;43817;MCDONALDS;-180;VISA SANTANDER;1;No;1;43825;43836;Vencido;GASTO;No;VERDADERO;REAL
43831;43817;FARMACITY;-196,43;VISA SANTANDER;1;No;1;43825;43836;Vencido;GASTO;No;VERDADERO;REAL
43831;43820;SOLARIUM;-693,33;MERCADO PAGO;1;Si;;43818;43832;Vencido;GASTO;No;FALSO;REAL
43862;43820;SOLARIUM;-693,33;MERCADO PAGO;2;Si;;43853;43864;Vencido;GASTO;No;FALSO;REAL
43891;43820;SOLARIUM;-693,33;MERCADO PAGO;3;Si;;43881;43893;Vencido;GASTO;No;FALSO;REAL
43831;43826;QUESERIA DE MI;-273;MERCADO PAGO;1;Si;;43818;43832;Vencido;GASTO;No;FALSO;REAL
43862;43826;QUESERIA DE MI;-273;MERCADO PAGO;2;Si;;43853;43864;Vencido;GASTO;No;FALSO;REAL
43891;43826;QUESERIA DE MI;-273;MERCADO PAGO;3;Si;;43881;43893;Vencido;GASTO;No;FALSO;REAL
43831;43826;SUBE;-500;MERCADO PAGO;1;No;1;43818;43832;Vencido;GASTO;No;VERDADERO;REAL
43831;43826;FARMACITY;-240,98;VISA SANTANDER;1;No;1;43825;43836;Vencido;GASTO;No;VERDADERO;REAL
43862;43828;COTO;-2387,48;VISA SANTANDER;1;No;1;43867;43878;Vencido;GASTO;No;VERDADERO;REAL
43862;43831;SAN PEDRO;-3149;VISA SANTANDER;1;No;1;43867;43878;Vencido;GASTO;No;VERDADERO;REAL
43862;43831;SPOTIFY;-200;VISA SANTANDER;1;Si;11;43867;43878;Vencido;GASTO;No;FALSO;REAL
43891;43831;SPOTIFY;-200;VISA SANTANDER;2;Si;11;43895;43906;Vencido;GASTO;No;FALSO;REAL
43922;43831;SPOTIFY;-200;VISA SANTANDER;3;Si;11;43929;43941;Vencido;GASTO;No;FALSO;REAL
43952;43831;SPOTIFY;-200;VISA SANTANDER;4;Si;11;43958;43969;Vencido;GASTO;No;FALSO;REAL
